51308938622,ccd,136,219
51308951904,dfc,287,147
51308952439,dda,208,249
51308961672,fcb,183,105
51308966046,acg,245,198
51309002121,bfa,116,147
51309004656,bed,162,234
51309025924,egc,58,192
51309051689,bbb,230,60
51309076067,dad,114,169
51309087112,fbc,23,155
51309114454,fgg,281,210
51309118374,cff,112,229
51309134199,agc,50,156
51309141310,acd,105,141
51309145120,gaf,295,91
51309147955,ffa,58,56
51309165441,cdg,149,168
51309192354,aga,217,160
51309196273,cfd,9,81
51309201862,bbd,45,177
51309202507,agf,170,255
51309208461,acg,198,176
51309220689,gfd,106,192
51309235586,fbc,257,170
51309240473,aga,261,131
51309241688,fae,144,265
51309255082,bdg,139,69
51309256103,dbd,141,251
51309259791,ebc,137,208
51309270290,bcf,8,109
51309295264,bga,46,125
51309295610,fdf,201,126
51309295876,aca,276,268
51309312700,fbd,26,253
51309329636,bba,5,21
51309341138,gbf,229,155
51309342105,fae,228,275
51309351269,ece,243,299
51309352753,ddf,200,85
51309368434,fag,32,114
51309376874,dge,289,116
51309422641,bdd,84,254
51309433460,bca,164,59
51309450647,efa,234,113
51309461467,gac,275,256
51309484490,fcf,22,174
51309529949,age,239,237
51309534648,fcb,56,98
51309548165,efe,108,314
51309549479,cec,143,199
51309553104,bdd,17,256
51309577471,aeb,89,70
51309629206,ffe,100,24
51309629993,ded,91,21
51309631393,ddg,276,172
51309633048,gba,174,21
51309637575,aba,49,241
51309670055,ged,35,111
51309670602,bbf,80,97
51309686487,cce,188,162
51309686996,dbb,50,97
51309703163,cfg,158,39
51309704265,cef,10,164
51309711618,eeg,78,10
51309712101,aeg,7,218
51309721062,abb,77,74
51309726982,fac,50,216
51309730651,dag,258,76
51309731373,ddc,189,194
51309740446,ffc,63,125
51309747429,cfe,77,54
51309751259,bce,133,208
51309768075,ebg,39,218
51309808372,bca,31,56
51309821207,fbe,111,71
51309893046,eac,212,233
51309908483,gbc,68,27
51309945194,geb,156,115
51309946986,efe,79,357
51309988480,afa,295,283
51309996341,eag,102,63
51310012024,bfc,110,181
51310020942,aee,105,60
51310028592,aee,19,64
51310034003,fdc,239,171
51310065739,cgd,52,123
51310110053,edd,52,117
51310132356,fea,260,198
51310148925,afc,224,361
51310154930,adc,93,78
51310161364,dgg,212,48
51310223605,ddd,269,275
51310253597,gdb,23,214
51310269064,cbd,20,175
51310270992,dea,151,302
51310295235,bff,130,22
51310321199,fda,266,186
51310330573,aec,15,169
51310357580,fgd,92,128
51310386843,acd,157,132
51310397152,cbf,34,67
51310438926,cdb,273,142
51310448128,eef,264,268
51310459142,gab,275,56
51310459344,dcd,227,167
51310465849,ffd,187,13
51310466994,dgd,179,75
51310470111,bcg,133,167
51310479262,cfc,100,94
51310526545,ecc,195,286
51310529884,dfg,232,288
51310546841,cbg,194,283
51310571669,ega,36,212
51310573736,gcg,76,190
51310611084,abg,285,211
51310624972,adb,137,50
51310632693,dac,76,13
51310633682,gae,270,30
51310650968,aga,46,124
51310653405,fba,11,42
51310663556,cff,127,192
51310673994,cbg,51,319
51310680372,fab,217,201
51310680681,egb,86,133
51310682889,ggc,255,221
51310684552,cbc,150,161
51310714781,fdg,2,214
51310723659,agg,219,22
51310735343,ede,235,347
51310762152,fdg,175,186
51310777557,fcd,204,150
51310782323,gbe,168,263
51310788241,acf,169,112
51310794436,cff,11,168
51310824657,ebc,262,216
51310828219,cae,147,343
51310844085,cda,145,148
51310845446,adf,70,161
51310877037,aac,108,127
51310900813,cbg,215,325
51310912941,cff,278,168
51310949419,abd,263,151
51310960547,ebe,54,101
51310967696,dag,111,63
51310985006,fga,119,172
51310992060,gcf,27,257
51310996900,cec,215,191
51311044035,gdg,270,86
51311057707,aab,225,203
51311062189,edc,156,51
51311085098,bab,46,68
51311110544,fda,224,163
51311121009,aed,134,66
51311150708,aae,172,131
51311183985,acb,35,92
51311220686,efb,42,169
51311260233,bfd,35,224
51311267158,dga,94,65
51311279590,edf,124,114
51311285855,ddb,57,225
51311292896,gec,72,168
51311298706,bee,141,29
51311303639,fgf,74,32
51311311275,adc,136,65
51311323879,bef,208,82
51311347144,aea,110,264
51311357018,caa,195,240
51311362313,afb,180,106
51311365587,bfb,206,16
51311373857,bfb,17,16
51311387153,egb,237,131
51311391254,bbd,69,207
51311395160,caa,298,194
51311438195,eaa,284,190
51311454156,eeb,50,56
51311461571,age,285,274
51311476496,cgf,32,116
51311494126,agd,25,92
51311505467,dfg,58,244
51311517555,aaa,275,17
51311534326,fdd,2,254
51311548143,bfg,29,328
51311591119,eed,142,27
51311594950,afe,95,37
51311634719,ebe,168,90
51311634770,cac,282,260
51311644425,fdb,171,26
51311670190,cdf,239,266
51311686593,bcd,65,62
51311720525,cdc,203,26
51311722051,ada,75,64
51311742494,efb,68,192
51311764707,ffb,259,329
51311765461,dfe,260,142
51311785797,bfg,9,321
51311786270,eca,232,34
51311809468,fcg,86,254
51311814609,ggd,29,24
51311825260,gfa,16,39
51311832572,eea,190,168
51311853755,eab,97,326
51311854137,ccf,92,56
51311856510,cbb,50,81
51311860431,cgc,245,180
51311865239,efd,127,221
51311866739,abb,226,76
51311875264,cda,222,118
51311877131,fcc,43,57
51311879768,ecb,297,161
51311917626,cdc,180,26
51311954272,feb,194,85
51311971518,cfb,166,74
51311993130,eea,192,134
51312002337,efc,117,210
51312016156,aff,135,69
51312046586,agb,72,212
51312052921,ecf,286,167
51312057221,fgb,138,201
51312069369,cec,23,187
51312077036,bfd,182,232
51312093548,fcc,83,49
51312095412,deb,54,282
51312138197,beb,225,181
51312143510,bce,292,226
51312206291,edb,245,109
51312209973,cag,124,179
51312213451,fee,183,124
51312224620,dae,11,200
51312243933,gdf,111,18
51312247851,gdb,47,196
51312288409,cfa,200,226
51312290261,baf,63,48
51312300165,cff,205,176
51312314857,gfd,226,176
51312336011,bad,225,212
51312339562,dgg,280,49
51312342354,gbg,249,256
51312355003,edd,21,121
51312355878,dea,91,305
51312369805,bgf,270,336
51312377544,cde,96,171
51312377884,fde,283,266
51312423430,bga,2,110
51312440533,afa,171,254
51312448476,bdc,248,17
51312454597,bec,84,275
51312472293,agf,187,226
51312484411,add,41,258
51312502554,ccb,160,47
51312510158,aad,21,54
51312515046,dcb,183,103
51312518294,eff,229,146
51312565368,deg,83,52
51312577159,ccc,138,250
51312586856,gea,243,43
51312589947,dee,210,243
51312591787,eae,269,79
51312610885,cab,90,87
51312635586,dce,64,166
51312648870,bbc,181,81
51312694239,dfe,159,139
51312731288,gdd,219,148
51312733428,abb,221,78
51312757219,gcf,246,305
51312764629,gbc,189,29
51312772017,fcf,44,205
51312802263,baa,159,182
51312828425,ead,76,141
51312829646,bga,188,105
51312840154,cee,48,282
51312846525,gca,63,123
51312854140,cad,74,37
51312870861,bff,276,20
51312877458,daa,103,227
51312906932,bbc,294,79
51312915361,dcf,185,63
51312917348,afd,260,103
51312931417,ggg,204,112
51312951165,gfd,286,202
51312961397,abc,60,204
51312967993,cgd,234,124
51312996076,fgb,177,174
51312997446,ggc,176,209
51313005621,ggf,108,126
51313067595,ege,286,75
51313082016,ecc,92,308
51313082933,bdb,81,85
51313109552,bdf,192,235
51313109913,gea,63,48
51313109956,cge,295,5
51313117512,gfb,283,224
51313118242,fge,41,236
51313124434,gbd,252,207
51313124444,bfa,220,167
51313139191,bae,194,100
51313145528,cba,117,220
51313160130,cae,97,349
51313161943,cdg,293,189
51313168296,dfd,76,273
51313172281,gae,246,32
51313197034,bge,231,217
51313207321,faf,58,158
51313248982,gcc,8,209
51313262830,gce,32,151
51313271639,abf,191,92
51313278049,edg,255,261
51313304108,gge,159,153
51313309038,cfc,78,76
51313312649,adg,45,35
51313320303,fbg,265,131
51313325606,ffg,8,208
51313332197,bdd,106,222
51313333547,eee,13,289
51313358010,feb,91,101
51313376295,ecb,234,177
51313404906,ceg,91,112
51313450736,dgf,62,79
51313467656,fed,24,248
51313478549,dag,124,67
51313479107,ffa,133,62
51313479557,dab,294,184
51313481606,ecc,245,286
51313485707,ffb,234,302
51313502058,faa,294,199
51313506828,adf,216,135
51313523524,dbb,2,114
51313529356,dfc,30,132
51313552225,fda,257,153
51313576872,gcb,219,154
51313625400,eda,210,56
51313658858,egb,29,124
51313659409,fcb,251,95
51313660739,daf,245,268
51313743212,fag,128,110
51313747509,eca,216,30
51313769991,fad,117,18
51313773954,cbg,281,263
51313778653,dde,147,47
51313797438,gag,155,100
51313803317,bag,141,212
51313820560,ccf,111,54
51313829832,ffc,44,145
51313845095,bec,69,244
51313896810,acd,18,112
51313921020,eba,196,209
51313941818,bbg,195,87
51313971446,aab,69,229
51313971904,dbg,198,220
51314010316,dbc,17,179
51314032621,cgc,298,156
51314066426,ffb,200,329
51314079088,bgc,229,289
51314080895,egg,57,213
51314100537,eba,85,231
51314126503,gdc,135,341
51314136264,agc,163,182
51314144498,geg,174,139
51314152397,fff,129,96
51314162083,adg,126,33
51314170548,aac,270,132
51314188081,dbe,118,214
51314193612,afe,275,32
51314224587,agf,229,228
51314253301,agf,46,186
51314263830,aac,276,113
51314284357,fbb,249,15
51314285109,fcg,174,226
51314295925,abc,259,189
51314311654,ebb,18,122
51314325773,bbb,45,62
51314350910,ace,275,203
51314389192,cfg,16,44
51314393489,cbe,91,242
51314411397,acc,126,111
51314439160,ged,157,105
51314439260,efb,191,184
51314447408,gad,296,78
51314463514,afd,16,92
51314477350,ede,129,364
51314480471,bgb,159,64
51314481593,acb,99,79
51314508064,fca,209,168
51314526695,cag,261,200
51314593825,gfa,210,42
51314600724,gec,212,166
51314630197,bcb,298,270
51314633955,dff,257,163
51314659917,gdg,246,73
51314707455,bgg,8,387
51314711626,abe,163,252
51314731997,bdf,244,263
51314747478,dag,294,56
51314757061,gaf,42,102
51314778200,ffb,76,342
51314779509,cda,164,114
51314779547,fac,275,231
51314795938,aaf,62,145
51314850970,gda,262,53
51314887929,bfb,53,13
51314916041,ffe,173,27
51314925846,ggb,228,154
51314929715,gaa,5,182
51314940934,ega,199,245
51314946946,eaf,88,26
51314962439,dcg,120,131
51314967698,cab,157,90
51314973329,fgc,30,121
51314973475,fbe,24,66
51314973609,gdb,129,158
51314986690,ced,198,169
51315018641,bbe,196,187
51315019008,gbb,158,107
51315060006,abf,129,75
51315063084,fef,96,64
51315065076,ceg,179,114
51315069932,fec,16,114
51315099630,aed,279,75
51315105381,cdf,294,226
51315112306,beg,114,256
51315153780,cgb,72,290
51315159816,dbf,28,109
51315169163,fdd,78,287
51315174803,acd,183,96
51315190654,bea,234,161
51315193474,bcd,4,69
51315205027,dfb,134,47
51315270013,bfb,91,11
51315301605,cdb,259,163
51315302905,fea,40,180
51315317342,fee,222,120
51315344146,cae,13,376
51315352704,dcc,106,270
51315365991,dca,285,194
51315368337,aec,195,157
51315377739,eac,175,209
51315401810,dcd,201,138
51315409443,eeg,24,11
51315410487,ded,73,24
51315476743,ebg,236,189
51315477834,cbd,172,204
51315480987,gcd,18,288
51315513631,dbe,234,188
51315532719,fdc,131,179
51315549186,acg,93,142
51315568088,gff,234,47
51315574523,dcb,262,115
51315599844,cef,237,168
51315602768,cfa,226,226
51315602772,ggb,6,183
51315620393,bag,42,184
51315685065,fab,73,203
51315714235,ebb,106,142
51315731226,gfc,158,315
51315740646,cae,278,345
51315748461,fff,34,86
51315778191,bfc,263,157
51315803951,aaa,274,18
51315805277,daa,247,186
51315812525,fgd,108,102
51315814918,bdg,101,81
51315830690,cfb,237,63
51315859350,egf,2,134
51315874148,ecb,193,185
51315884386,cgb,28,249
51315889957,cga,260,68
51315911482,abg,108,204
51315997859,bfe,44,78
51315998471,fgd,288,115
51316015468,bdb,165,93
51316038472,eed,85,28
51316039216,aef,69,142
51316050649,ggc,96,198
51316073149,dce,45,147
51316080032,cbc,35,128
51316090460,beg,224,286
51316094569,ebc,158,213
51316102537,dad,30,143
51316154215,dbg,117,189
51316160937,aag,292,110
51316163501,gbe,156,297
51316166769,ebc,136,183
51316173848,fgg,9,245
51316189073,fbd,147,296
51316204897,gef,79,289
51316232144,ggf,45,109
51316262474,gff,126,41
51316269423,aea,292,245
51316278162,gde,142,145
51316284321,egd,140,234
51316299449,efe,257,324
51316301774,ebe,165,94
51316309020,dgf,40,67
51316310968,def,268,132
51316311597,ffb,129,362
51316315327,bge,118,256
51316319192,cdd,61,162
51316326442,cdg,178,200
51316333451,eeb,60,49
51316339374,gbe,269,314
51316358740,bga,60,96
51316385580,bgf,1,275
51316388269,dfa,182,329
51316447922,eag,203,66
51316458960,egc,199,192
51316463304,ddf,290,86
51316470761,cbf,168,73
51316478005,dad,28,163
51316507323,ggf,83,88
51316524491,efg,213,140
51316529172,dgd,241,69
51316536105,gbf,204,164
51316538121,fcb,15,85
51316545822,gfc,204,264
51316545939,bgb,78,69
51316583551,fbc,6,153
51316583937,ebf,65,219
51316587026,gga,8,95
51316608751,gcg,172,205
51316611968,dgf,52,55
51316612353,fde,272,276
51316658895,bgd,287,83
51316678198,efb,126,167
51316704409,gab,65,63
51316706512,fba,254,48
51316765323,egb,278,140
51316786051,deg,124,43
51316786807,aeg,292,244
51316798854,cgf,249,96
51316847788,ddg,187,184
51316855012,cbf,161,73
51316855995,gee,210,174
51316857789,caf,15,132
51316858738,bga,284,101
51316883313,dac,95,10
51316887982,bcf,286,117
51316890878,cbd,105,163
51316903771,efc,244,226
51316914270,ccg,245,157
51316917482,dfd,252,308
51316918214,bda,270,83
51316918750,cfb,15,74
51317008980,bde,82,215
51317016828,dbc,104,195
51317054023,dgc,32,272
51317057078,dce,38,142
51317105852,afg,274,182
51317119190,ddd,184,255
51317153622,gca,184,126
51317157716,fgg,38,269
51317160117,dcg,45,140
51317163798,dgb,67,237
51317167357,eba,188,200
51317174721,ecd,225,35
51317180152,gfg,83,63
51317209538,abg,277,224
51317216597,dba,4,94
51317221685,eec,189,59
51317224106,acf,259,115
51317231971,eea,295,128
51317232317,edc,70,51
51317251830,ebd,67,216
51317264163,aga,66,135
51317269334,bbb,79,71
51317285436,bbd,80,204
51317291403,bac,244,363
51317307590,feg,170,110
51317318248,cbe,157,208
51317331866,bdb,36,106
51317333212,ggg,6,127
51317334133,dae,141,178
51317360948,feb,95,97
51317361149,ede,76,342
51317363607,dge,185,114
51317380667,bdf,139,268
51317406426,fde,237,256
51317468676,bbf,13,86
51317486627,eag,285,67
51317522107,eda,85,53
51317524820,bcd,29,67
51317529779,ffb,262,307
51317533365,ggd,172,19
51317533555,fga,201,197
51317535048,add,206,291
51317545507,bcg,269,168
51317562526,fcf,298,178
51317563082,cbd,256,180
51317576389,aca,241,297
51317582582,agc,212,182
51317586201,cce,206,153
51317595855,afb,281,94
51317628254,ceb,262,326
51317645388,geb,208,117
51317664194,ccf,99,46
51317722625,fcc,70,39
51317730663,fbf,207,143
51317735360,gfg,75,50
51317748945,fdd,57,252
51317750833,bcc,53,151
51317759147,fdd,173,221
51317773319,cgg,120,205
51317781313,afe,168,27
51317812619,aac,266,127
51317821319,ccb,265,49
51317837248,gge,233,137
51317839040,bed,83,276
51317839282,cfb,92,63
51317855710,aff,14,62
51317870717,dag,262,46
51317871882,aba,178,195
51317877406,cca,138,37
51317892532,faf,33,167
